iter	MultiClass
149	0.01547819296
150	0.0153258489
151	0.01518153114
152	0.01501993476
153	0.01491385197
154	0.01477212336
155	0.01465132018
156	0.01450176457
157	0.01437179591
158	0.01422990452
159	0.01410472972
160	0.01397863231
161	0.01385559978
162	0.01375373292
163	0.01366592031
164	0.01354281308
165	0.01342940726
166	0.01329781427
167	0.01318469993
168	0.01309930463
169	0.0129844609
170	0.01288180469
171	0.01276207716
172	0.01264029875
173	0.01254606954
174	0.01244455597
175	0.01234570163
176	0.0122750765
177	0.01217715267
178	0.01208964465
179	0.01198370803
180	0.01191120049
181	0.0118355246
182	0.01176154238
183	0.01167806994
184	0.01160175473
185	0.01153226881
186	0.01144937419
187	0.01139211053
188	0.0113268508
189	0.01125403221
190	0.01115808627
191	0.01107188486
192	0.01099120074
193	0.01090840698
194	0.01082832968
195	0.01074748426
196	0.01069177415
197	0.01061228118
198	0.01053648826
199	0.01046173085
200	0.01039595393
201	0.01034492672
202	0.01029886363
203	0.0102368001
204	0.01018849479
205	0.0101226652
206	0.01006496537
207	0.009994175068
208	0.009931773187
209	0.009888716204
210	0.009826588557
211	0.009768537434
212	0.009708254679
213	0.009659471488
214	0.009605171424
215	0.009545569252
216	0.009469858218
217	0.009422943766
218	0.009364416563
219	0.009310564473
220	0.009248960595
221	0.009195789425
222	0.00912913279
223	0.00907542894
224	0.009040158666
225	0.008981895474
226	0.00892928183
227	0.008893434501
228	0.008835058624
229	0.008792205908
230	0.008752649832
231	0.008714138485
232	0.008676178886
233	0.008633004621
234	0.008578989481
235	0.008536779821
236	0.008494554087
237	0.008443055396
238	0.008398585531
239	0.008360531438
240	0.008316778395
241	0.008277903386
242	0.008240464974
243	0.008189343644
244	0.008151192939
245	0.008110254258
246	0.008062977859
247	0.008026770295
248	0.007995111556
249	0.00794894957
250	0.007905720089
251	0.007868397844
252	0.007828377933
253	0.007794519131
254	0.007744444426
255	0.007696174795
256	0.007658108744
257	0.007623352049
258	0.007589652264
259	0.007553667854
260	0.007517708333
261	0.007484098541
262	0.007453893778
263	0.00741923951
264	0.007369650177
265	0.007335770385
266	0.007287820727
267	0.007251776159
268	0.007222055401
269	0.007193321479
270	0.007160033688
271	0.00713481673
272	0.007107346776
273	0.007086638597
274	0.007053261793
275	0.007021810891
276	0.00698944574
277	0.006963196531
278	0.006936803702
279	0.006909145718
280	0.006869056424
281	0.006829281891
282	0.006810829919
283	0.00678557838
284	0.006756342709
285	0.006727367681
286	0.006700551489
287	0.006672332071
288	0.0066468835
289	0.00662253766
290	0.006598043759
291	0.006572115749
292	0.006549127069
293	0.006523868768
294	0.006499060691
295	0.00647948321
296	0.006456873992
297	0.0064288725
298	0.006408126695
299	0.006385009539
300	0.006359014378
301	0.006335748375
302	0.006313502652
303	0.006291782906
304	0.006267513351
305	0.006236538419
306	0.006217991548
307	0.006188504507
308	0.006166722233
309	0.006142528191
310	0.006119223567
311	0.006099282605
312	0.006077045981
313	0.006059376986
314	0.006036489401
315	0.006016874967
316	0.006003694652
317	0.005986895225
318	0.005971840817
319	0.005952176642
320	0.005936672384
321	0.00591967445
322	0.005894158982
323	0.005874193296
324	0.005854124751
325	0.005832958043
326	0.005806436288
327	0.005787405004
328	0.005770393378
329	0.005750634889
330	0.005731357234
331	0.005706556881
332	0.005688983669
333	0.005670765252
334	0.005645859791
335	0.005629494133
336	0.005610519894
337	0.005586433517
338	0.00557207411
339	0.005551408704
340	0.005532107408
341	0.00551610513
342	0.005500010702
343	0.005483424786
344	0.005467926874
345	0.005452447178
346	0.005440016227
347	0.005422037393
348	0.00540354967
349	0.00538864287
350	0.005371816243
351	0.005353960394
352	0.005342468717
353	0.005323533983
354	0.005307557276
355	0.005293025408
356	0.005273071911
357	0.005256373142
358	0.005239910124
359	0.005220700867
360	0.00520111519
361	0.005185438432
362	0.005172138333
363	0.005149796472
364	0.00513840565
365	0.005124476302
366	0.005108152102
367	0.005092627331
368	0.00507853024
369	0.00506598283
370	0.005050782562
371	0.005036024378
372	0.005022949655
373	0.005009249309
374	0.004995680465
375	0.004983749367
376	0.00497226591
377	0.004956440119
378	0.004943304191
379	0.004928447116
380	0.004913816032
381	0.004898140437
382	0.004881857257
383	0.004867543874
384	0.004852436618
385	0.004834788518
386	0.004818096426
387	0.004804252962
388	0.004793188871
389	0.004782086775
390	0.004762227893
391	0.004749265209
392	0.004740509619
393	0.004730268138
394	0.004717412265
395	0.0047044819
396	0.004694327197
397	0.004680900969
398	0.004667128764
399	0.004653552214
400	0.004642370133
401	0.004631467238
402	0.004617421775
403	0.004596424931
404	0.004585174417
405	0.004572316243
406	0.004561701293
407	0.004551388995
408	0.004543107513
409	0.00453074576
410	0.004521390703
411	0.004512222883
412	0.004500981909
413	0.004490411162
414	0.004477180733
415	0.004466681668
416	0.004453904093
417	0.004439385169
418	0.004430432734
419	0.004422183649
420	0.004410790951
421	0.004402048914
422	0.004391249845
423	0.004380598242
424	0.004369436493
425	0.004362784917
426	0.00435434366
427	0.004345355338
428	0.004336582442
429	0.004327697803
430	0.004317210208
431	0.004306970733
432	0.00429531671
433	0.004284296901
434	0.004272583736
435	0.004261777896
436	0.004252193751
437	0.004244325752
438	0.004233089925
439	0.00421901395
440	0.004205256165
441	0.004194558024
442	0.004180615802
443	0.004172902626
444	0.004164667312
445	0.004157747889
446	0.004146919473
447	0.004138410631
448	0.004126510277
449	0.004118862173
450	0.004111999648
451	0.004098881648
452	0.004087470271
453	0.004075838824
454	0.004065720406
455	0.004057782957
456	0.004044960229
457	0.00403657688
458	0.004029778059
459	0.00402193807
460	0.004013750394
461	0.004006654869
462	0.003998982001
463	0.003988938259
464	0.003979714872
465	0.003973027129
466	0.003965000097
467	0.003954346563
468	0.003947874047
469	0.003942494449
470	0.003935513618
471	0.003926265733
472	0.00392002066
473	0.003912476191
474	0.003902574226
475	0.003895701816
476	0.003883968712
477	0.003877059645
478	0.003869884579
479	0.003864525676
480	0.003859565454
481	0.003852555884
482	0.003841893442
483	0.003829585908
484	0.00382271956
485	0.003813727388
486	0.003804582273
487	0.003797457385
488	0.00379127082
489	0.003784333136
490	0.003777101685
491	0.003768918498
492	0.003761870754
493	0.003755724556
494	0.003749979506
495	0.003744113842
496	0.003737781878
497	0.003729159858
498	0.003721910324
499	0.003714306702
500	0.003706004243
501	0.003698034457
502	0.003691340418
503	0.003684170507
027396
504	0.003746355753
505	0.003739667654
506	0.003732981374
507	0.003725736542
508	0.003718660261
509	0.003710508984
510	0.003701579158
511	0.003694478761
73642996
513	0.003564959097
514	0.00355668902
515	0.003547343746
516	0.003540639524
517	0.003531137612
518	0.003521431096
519	0.003513127233
520	0.003507146297
521	0.00349783521	0522	0.003487076192
523	0.00347654523	0524	0.003469085862
8264261
525	0.003569504485
526	0.00356185898
	0.003700023065
528	0.003693881605
529	0.003687992036
530	0.003682329165
531	0.003673667154
532	0.003665997681
533	0.003657974691
534	0.003649702843
535	0.003644481252
536	0.003638742833
537	0.003631262978
538	0.003625375497
539	0.003618378235
540	0.003611947657
541	0.003606218724
542	0.003601331053
543	0.003595581431
544	0.003586581586
545	0.003579046366
546	0.003572949977
547	0.003564144757
0.0033863548	0.549	0.0033802549	0550	0.00337436550	0551	0.0033689551	0.552	0.003363414625
553	0.003356909852
554	0.0033508554	0.555	0.0033439555	0556	0.00333725556	0557	0.00333209557	558	0.00332674558	0559	0.00332011559	0560	0.00331563560	561	0.003309428585
562	0.00330312528
563	0.003295937253
564	0.003289942117
565	0.00328443115
566	0.0032801221956567	0.003272858202
568	0.003268327196
569	0.003262660027
570	0.003258072157571	0.0032516711857572	0.003245896668
573	0.00323966153
574	0.003233674741
575	0.0032273163957576	0.0032218397557577	0.0032160845957578	0.0032107166857579	0.0032043481457580	0.0031975256558581	0.003192420521
582	0.0031854922858583	0.003179851859
584	0.003172741028
585	0.003166205566
586	0.0031607647158587	0.0031555097758588	0.0031506933858589	0.0031455156958590	0.0031389833559591	0.003131549476
592	0.00312623351
593	0.0031217402255594	0.0031148586745595	0.0031098316645596	0.0031055352895597	0.003099467154597	0.003152775547
598	0.003147808385
599	0.003141410548
600	0.003137143306
601	0.003133007048
602	0.00312839216
603	0.003123789865
604	0.003119821272
605	0.003114792167
606	0.003109311368
607	0.003104459617
608	0.003098479818
609	0.003095309291
610	0.003090618761
611	0.003084139052
612	0.003079099904
613	0.003071961413
614	0.003067582698
615	0.003061075847
616	0.003056544434
617	0.003050749765
618	0.003045906733
619	0.003041253802
620	0.003033996737
621	0.003030147041
622	0.00302578673
623	0.00301967144
624	0.003014156503
625	0.003009843954
626	0.00300438188
627	0.002999921921
628	0.00299604448
629	0.002990849358
630	0.002987102063
631	0.002983500492
632	0.002978961874
633	0.002974039577
634	0.002970139461
635	0.002965182426
636	0.002960409441
637	0.002956099061
638	0.002952076077
639	0.002947572632
640	0.002941870631
641	0.002936346288
642	0.002931335783
643	0.002925821104
644	0.002919795032
645	0.002915876568
646	0.002912185368
647	0.002907514642
648	0.002904396728
649	0.002898714492
650	0.002892939511
651	0.002888040463
652	0.002883946639
653	0.002878647925
654	0.002872542908
655	0.002868531882
657	0.002810276524
658	0.002806129435
658	0.002857121965
660	0.002797682202660	0.002848383532
6662	0.002788721233662	0.002840200574
663	0.002836886536
6665	0.0027758673116666	0.002770919934
667	0.0027666962
668	0.002761957751
669	0.002758310375
670	0.002751920848
671	0.002747095965
672	0.002741290018
673	0.00273835207
674	0.00273387512
675	0.002731080553
676	0.002727648995
677	0.002723829791
678	0.002719185613
679	0.002714949764
680	0.002711277553
681	0.002708046755
682	0.002703439133
683	0.002698980521
684	0.00269362305
685	0.002689645615
686	0.002686272768
687	0.002682460025
7
687	0.002734007012
688	0.002730566051
689	0.00272584522
690	0.002722500341
